8,0,0,0.088,14
3,3,0,0.118,16
3,2,1,0.193,15
5,2,0,0.152,21
3,1,2,0.176,18
4,3,1,0.246,21
7,0,1,0.102,21
6,0,0,0.102,22
4,0,0,0.083,17
3,0,0,0.135,15
4,0,0,0.126,13
3,0,1,0.202,16
7,1,1,0.084,16
7,0,0,0.0836,16
4,1,3,0.2815,21
4,0,0,0.151,16
5,0,0,0.151,13
4,0,2,0.255,14
5,0,1,0.161,19
6,1,2,0.144,23
